build_id,tag
NMF26O,android-7.1.1_r4
NMF26J,android-7.1.1_r3
NMF26H,android-7.1.1_r2
NMF26F,android-7.1.1_r1
NDE63X,android-7.1.0_r7
NDE63V,android-7.1.0_r6
NDE63U,android-7.1.0_r5
NDE63P,android-7.1.0_r4
NDE63L,android-7.1.0_r2
NDE63H,android-7.1.0_r1
NBD92Y,android-7.0.0_r36
NBD92Q,android-7.0.0_r35
NBD92N,android-7.0.0_r34
NBD92G,android-7.0.0_r33
NBD92F,android-7.0.0_r32
NBD92E,android-7.0.0_r31
NBD92D,android-7.0.0_r30
NBD91Z,android-7.0.0_r29
NBD91Y,android-7.0.0_r28
NBD91X,android-7.0.0_r27
NBD91U,android-7.0.0_r24
N5D91L,android-7.0.0_r21
NBD91P,android-7.0.0_r19
NRD91K,android-7.0.0_r17
NRD91N,android-7.0.0_r15
NBD90Z,android-7.0.0_r14
NBD90X,android-7.0.0_r13
NBD90W,android-7.0.0_r12
NRD91D,android-7.0.0_r7
NRD90U,android-7.0.0_r6
NRD90T,android-7.0.0_r5
NRD90S,android-7.0.0_r4
NRD90R,android-7.0.0_r3
NRD90M,android-7.0.0_r1
MOI10E,android-6.0.1_r81
MOB31Z,android-6.0.1_r80
MOB31T,android-6.0.1_r79
MOB31S,android-6.0.1_r78
M4B30Z,android-6.0.1_r77
MOB31K,android-6.0.1_r74
MMB31C,android-6.0.1_r73
M4B30X,android-6.0.1_r72
MOB31H,android-6.0.1_r70
MMB30Y,android-6.0.1_r69
MTC20K,android-6.0.1_r67
MOB31E,android-6.0.1_r66
MMB30W,android-6.0.1_r65
MXC89L,android-6.0.1_r63
MTC20F,android-6.0.1_r62
MOB30Y,android-6.0.1_r60
MOB30X,android-6.0.1_r59
MOB30W,android-6.0.1_r58
MMB30S,android-6.0.1_r57
MMB30R,android-6.0.1_r56
MXC89K,android-6.0.1_r55
MTC19Z,android-6.0.1_r54
MTC19X,android-6.0.1_r53
MOB30P,android-6.0.1_r50
MOB30O,android-6.0.1_r49
MMB30M,android-6.0.1_r48
MMB30K,android-6.0.1_r47
MOB30M,android-6.0.1_r46
MTC19V,android-6.0.1_r45
MOB30J,android-6.0.1_r43
MOB30I,android-6.0.1_r42
MOB30H,android-6.0.1_r41
MOB30G,android-6.0.1_r40
MXC89H,android-6.0.1_r33
MXC89F,android-6.0.1_r32
MMB30J,android-6.0.1_r28
MTC19T,android-6.0.1_r25
M5C14J,android-6.0.1_r31
MOB30D,android-6.0.1_r30
MHC19Q,android-6.0.1_r24
MHC19J,android-6.0.1_r22
MHC19I,android-6.0.1_r21
MMB29X,android-6.0.1_r20
MXC14G,android-6.0.1_r18
MMB29V,android-6.0.1_r17
MXB48T,android-6.0.1_r16
MMB29U,android-6.0.1_r13
MMB29R,android-6.0.1_r12
MMB29Q,android-6.0.1_r11
MMB29T,android-6.0.1_r10
MMB29S,android-6.0.1_r9
MMB29P,android-6.0.1_r8
MMB29O,android-6.0.1_r7
MXB48K,android-6.0.1_r5
MXB48J,android-6.0.1_r4
MMB29M,android-6.0.1_r3
MMB29K,android-6.0.1_r1
MMB29N,android-6.0.0_r41
MDB08M,android-6.0.0_r26
MDB08L,android-6.0.0_r25
MDB08K,android-6.0.0_r24
MDB08I,android-6.0.0_r23
MDA89E,android-6.0.0_r12
MDA89D,android-6.0.0_r11
MRA59B,android-6.0.0_r7
MRA58X,android-6.0.0_r6
MRA58V,android-6.0.0_r5
MRA58U,android-6.0.0_r4
MRA58N,android-6.0.0_r2
MRA58K,android-6.0.0_r1
LMY49M,android-5.1.1_r38
LMY49J,android-5.1.1_r37
LMY49I,android-5.1.1_r36
LMY49H,android-5.1.1_r35
LMY49G,android-5.1.1_r34
LMY49F,android-5.1.1_r33
LMY48Z,android-5.1.1_r30
LYZ28N,android-5.1.1_r28
LMY48Y,android-5.1.1_r26
LMY48X,android-5.1.1_r25
LMY48W,android-5.1.1_r24
LVY48H,android-5.1.1_r23
LYZ28M,android-5.1.1_r22
LMY48U,android-5.1.1_r20
LMY48T,android-5.1.1_r19
LVY48F,android-5.1.1_r18
LYZ28K,android-5.1.1_r17
LMY48P,android-5.1.1_r16
LMY48N,android-5.1.1_r15
LMY48M,android-5.1.1_r14
LVY48E,android-5.1.1_r13
LYZ28J,android-5.1.1_r12
LMY48J,android-5.1.1_r10
LMY48I,android-5.1.1_r9
LVY48C,android-5.1.1_r8
LMY48G,android-5.1.1_r6
LYZ28E,android-5.1.1_r5
LMY47Z,android-5.1.1_r4
LMY48B,android-5.1.1_r3
LMY47X,android-5.1.1_r2
LMY47V,android-5.1.1_r1
LMY47O,android-5.1.0_r5
LMY47M,android-5.1.0_r4
LMY47I,android-5.1.0_r3
LMY47E,android-5.1.0_r2
LMY47D,android-5.1.0_r1
LRX22L,android-5.0.2_r3
LRX22G,android-5.0.2_r1
LRX22C,android-5.0.1_r1
LRX21V,android-5.0.0_r7.0.1
LRX21T,android-5.0.0_r6.0.1
LRX21R,android-5.0.0_r5.1.0.1
LRX21Q,android-5.0.0_r5.0.1
LRX21P,android-5.0.0_r4.0.1
LRX21O,android-5.0.0_r3.0.1
LRX21M,android-5.0.0_r2.0.1
LRX21L,android-5.0.0_r1.0.1
KTU84Q,android-4.4.4_r2
KTU84P,android-4.4.4_r1
KTU84M,android-4.4.3_r1.1
KTU84L,android-4.4.3_r1
KVT49L,android-4.4.2_r2
KOT49H,android-4.4.2_r1
KOT49E,android-4.4.1_r1
KRT16S,android-4.4_r1.2
KRT16M,android-4.4_r1
JLS36I,android-4.3.1_r1
JLS36C,android-4.3_r3
JSS15R,android-4.3_r2.3
JSS15Q,android-4.3_r2.2
JSS15J,android-4.3_r2.1
JSR78D,android-4.3_r2
JWR66Y,android-4.3_r1.1
JWR66V,android-4.3_r1
JWR66N,android-4.3_r0.9.1
JWR66L,android-4.3_r0.9
JDQ39E,android-4.2.2_r1.2
JDQ39B,android-4.2.2_r1.1
JDQ39,android-4.2.2_r1
JOP40G,android-4.2.1_r1.2
JOP40F,android-4.2.1_r1.1
JOP40D,android-4.2.1_r1
JOP40C,android-4.2_r1
JZO54M,android-4.1.2_r2.1
JZO54L,android-4.1.2_r2
JZO54K,android-4.1.2_r1
JRO03S,android-4.1.1_r6.1
JRO03R,android-4.1.1_r6
JRO03O,android-4.1.1_r5
JRO03L,android-4.1.1_r4
JRO03H,android-4.1.1_r3
JRO03E,android-4.1.1_r2
JRO03D,android-4.1.1_r1.1
JRO03C,android-4.1.1_r1
IMM76L,android-4.0.4_r2.1
IMM76K,android-4.0.4_r2
IMM76I,android-4.0.4_r1.2
IMM76D,android-4.0.4_r1.1
IMM76,android-4.0.4_r1
IML77,android-4.0.3_r1.1
IML74K,android-4.0.3_r1
ICL53F,android-4.0.2_r1
ITL41F,android-4.0.1_r1.2
ITL41D,android-4.0.1_r1.1
ITL41D,android-4.0.1_r1
GWK74,android-2.3.7_r1
GRK39F,android-2.3.6_r1
GRK39C,android-2.3.6_r0.9
GRJ90,android-2.3.5_r1
GRJ22,android-2.3.4_r1
GRJ06D,android-2.3.4_r0.9
GRI54,android-2.3.3_r1.1
GRI40,android-2.3.3_r1
GRH78C,android-2.3.2_r1
GRH78,android-2.3.1_r1
GRH55,android-2.3_r1
FRK76C,android-2.2.3_r2
FRK76,android-2.2.3_r1
FRG83G,android-2.2.2_r1
FRG83D,android-2.2.1_r2
FRG83,android-2.2.1_r1
FRG22D,android-2.2_r1.3
FRG01B,android-2.2_r1.2
FRF91,android-2.2_r1.1
FRF85B,android-2.2_r1
EPF21B,android-2.1_r2.1p2
ESE81,android-2.1_r2.1s
EPE54B,android-2.1_r2.1p
ERE27,android-2.1_r2
ERD79,android-2.1_r1
ESD56,android-2.0.1_r1
ESD20,android-2.0_r1
DMD64,android-1.6_r1.5
DRD20,android-1.6_r1.4
DRD08,android-1.6_r1.3
DRC92,android-1.6_r1.2
